,comuna1,comuna,delta2,L,w,PI,f,ip,welfare,PI_Wr
905,13301,COLINA,0.6644736842105263,128751.96352299875,9670709.052964143,1.582375756480961,9.111346796698592e-08,5.321327168529835e-07,0.0006669378807564095,0.000352386203020722
906,13302,LAMPA,0.6644736842105263,97134.80130391677,6670988.806435055,1.324383633867669,8.389643110205187e-08,3.5066426705472236e-07,0.0006669378807564095,0.00035251802759174694
907,13303,TIL-TIL,0.6644736842105263,17962.96389746996,4971421.85275068,0.927819261234554,3.892737623182299e-08,3.638002139825813e-08,0.0006669378807564089,0.0003517467516162058
908,13401,SAN BERNARDO,0.6644736842105263,303081.84080034,4865581.986344688,1.5276221763990476,4.065496905369e-07,5.084905837511237e-07,0.0006669378807564116,0.00035352031448281096
909,13402,BUIN,0.6644736842105263,85987.31372023858,4738396.1696976805,1.2866524916210786,1.1907542578325524e-07,1.3486380127015256e-07,0.0006669378807564071,0.0003537415719270815
910,13403,CALERA DE TANGO,0.6644736842105263,25547.59306470185,5105042.525121305,1.1159185635767588,3.387496845026698e-08,5.6837464076781323e-08,0.0006669378807564095,0.0003534804930366479
911,13404,PAINE,0.6644736842105263,69271.811833682,6282474.428894739,1.1760277681676052,9.386457153557196e-08,1.084512620284676e-07,0.0006669378807564031,0.00035381848783969273
912,13501,MELIPILLA,0.6644736842105263,120064.87103945327,4134794.990656494,1.204316550177022,2.839690599621444e-07,7.356541336472672e-08,0.0006669378807564081,0.0003530151453787736
913,13503,CURACAVI,0.6644736842105263,30374.154387735787,4292819.057205264,1.0206832386005702,7.307054391841751e-08,3.432123152486285e-08,0.0006669378807564093,0.0003520953591469125
914,13504,MARIA PINTO,0.6644736842105263,13243.911439328578,3383283.746262877,0.7681875348720141,3.77998169744043e-08,2.5561918998965222e-08,0.0006669378807564093,0.00035234342580758485
915,13505,SAN PEDRO,0.6644736842105263,9937.92531952913,3700931.1879245187,0.6538719587161643,4.293945716276749e-08,7.656243840655212e-09,0.0006669378807564091,0.0003532795614486236
916,13601,TALAGANTE,0.6644736842105263,72167.80877028455,6136972.586425142,1.2043801584112088,1.49361466053592e-07,6.916012950084106e-08,0.0006669378807564063,0.00035330786657030377
917,13602,EL MONTE,0.6644736842105263,37174.182027082665,4354530.872985718,0.9931347782700028,1.0230594070711659e-07,2.9720036666272367e-08,0.0006669378807564087,0.00035310850164925223
918,13603,ISLA DE MAIPO,0.6644736842105263,36845.57036585858,3580985.6512437784,1.0580820488514202,8.89295570600517e-08,3.300228521866538e-08,0.0006669378807564081,0.00035344740629132985
919,13604,PADRE HURTADO,0.6644736842105263,58774.254881223955,5409392.712118252,1.1622329596525431,1.3206809470837197e-07,6.653356959277087e-08,0.0006669378807564089,0.00035321055393854197
920,13605,PENAFLOR,0.6644736842105263,93736.1059900256,5182242.1868530745,1.2165547305717395,2.201195368058306e-07,6.429797740556904e-08,0.0006669378807564071,0.0003529986107432223
921,14101,VALDIVIA,0.6644736842105263,171517.29804712636,6588753.24189492,1.4227562317565134,2.517841004704925e-07,2.2457968660272635e-07,0.0006669378807564044,0.0003425875014352566
922,14102,CORRAL,0.6644736842105263,5787.52795518229,3908154.0790586267,0.7061389346693828,4.2343833703064373e-08,3.837189692336675e-09,0.0006669378807564091,0.00034168830247889115
923,14103,LANCO,0.6644736842105263,18012.896650366234,3937970.496809469,0.8406935016600455,7.608731082355862e-08,5.449872302580292e-09,0.000666937880756409,0.0003447228543869838
924,14104,LOS LAGOS,0.6644736842105263,22938.92086754279,3831228.529362116,0.8790270221211725,7.148204306886113e-08,1.6816708704161525e-08,0.0006669378807564093,0.0003429975829399133
925,14105,MAFIL,0.6644736842105263,7485.1468379549,4467025.482330232,0.7455201032533499,4.444014755948814e-08,3.0923251450855214e-09,0.0006669378807564088,0.0003438853480072136
926,14106,MARIQUINA,0.6644736842105263,22740.20156672315,4447962.571749956,0.898045918417542,8.057391375881177e-08,1.2313684447136769e-08,0.0006669378807564088,0.0003441897828965911
927,14107,PAILLACO,0.6644736842105263,21108.383469996275,4031546.058750477,0.8449758124973464,7.694642406120723e-08,1.1441480988964187e-08,0.0006669378807564094,0.0003420010690661881
928,14108,PANGUIPULLI,0.6644736842105263,36681.002360781946,3913454.306494135,1.0083546053843708,5.193121284700018e-08,7.964367129902312e-08,0.0006669378807564093,0.0003431361801214779
929,14201,LA UNION,0.6644736842105263,43805.862243649484,4208027.873669211,1.04165957136799,1.1431797020656443e-07,3.483101903522971e-08,0.0006669378807564089,0.000340855530808308
930,14202,FUTRONO,0.6644736842105263,16686.04919123581,4295545.219855626,0.9001876612841894,5.616898939344177e-08,1.366410788319218e-08,0.000666937880756409,0.0003408500130063397
931,14203,LAGO RANCO,0.6644736842105263,10929.502572380963,3335413.4736266765,0.8406061443125775,4.6706957384353295e-08,7.42023630141995e-09,0.0006669378807564091,0.00033921849237930184
932,14204,RIO BUENO,0.6644736842105263,33139.2779161369,3909572.621235273,0.9414187773732393,1.0507781687180088e-07,1.824715932974978e-08,0.0006669378807564089,0.0003389758199217703
933,15101,ARICA,0.6644736842105263,244217.3790192222,5412298.054486726,1.2393584158556012,4.705526529864545e-07,2.3659410396027242e-07,0.0006669378807564108,0.00028117252027011843
934,15102,CAMARONES,0.6644736842105263,785.4080433251938,2855725.988462888,0.5688678604503362,3.0295202629994326e-08,1.3689710068869383e-09,0.0006669378807564085,0.0002843908602633868
935,15201,PUTRE,0.6644736842105263,2095.5537136916587,4500623.330522049,0.5202163171705774,3.2076571644474165e-08,3.652829009055084e-09,0.0006669378807564094,0.00027655845349543027
936,1101,IQUIQUE,0.6842105263157895,200798.23783745948,5981989.371703117,1.3691085955066884,7.8827010667072e-08,6.775274490462007e-07,0.0006671731646759555,0.00029125095550431836
937,1107,ALTO HOSPICIO,0.6842105263157895,125769.14798709695,4862998.126471663,0.9911223492835658,3.1781359199175823e-07,5.686175735189505e-08,0.0006671731646759545,0.0002907428425977153
938,1401,POZO ALMONTE,0.6842105263157895,14379.76943065749,5766690.7420925405,0.7485799552508741,4.3374265190436337e-08,5.658515394993158e-08,0.0006671731646759546,0.00029072312222150435
939,1402,CAMINA,0.6842105263157895,1283.123546288593,3296244.6749840355,0.42998694221113537,3.2179482050283616e-08,2.669691962262009e-10,0.0006671731646759545,0.0002852474569767367
940,1404,HUARA,0.6842105263157895,2976.4443913524924,3725519.951227563,0.5645198420535316,3.4247214840215686e-08,7.051290666372247e-09,0.0006671731646759546,0.00028920558749007705
941,1405,PICA,0.6842105263157895,6656.56785520236,5463881.854470616,0.7842380828184304,3.264923046713037e-08,5.7942516883852824e-08,0.0006671731646759551,0.00029082268580132576
942,2101,ANTOFAGASTA,0.6842105263157895,389614.6292913289,7925321.902486748,1.7474733202558317,1.696957107231439e-07,1.4898647247071656e-06,0.0006671731646759556,0.0003061786537928102
943,2103,SIERRA GORDA,0.6842105263157895,3206.971442472124,5595827.998174028,0.8515661854551898,3.0439837893070284e-08,8.678780384672612e-08,0.000667173164675955,0.00030407157786130817
944,2104,TALTAL,0.6842105263157895,13318.163035016412,5551410.196520239,0.8946754866044181,4.59510710998911e-08,2.1694859528850058e-08,0.0006671731646759553,0.0003152396903072633
945,2201,CALAMA,0.6842105263157895,180568.69598721547,7273488.858194863,1.3226797940622925,1.3159913754296965e-07,3.229727346803538e-07,0.0006671731646759714,0.0002986405857017409
946,2203,SAN PEDRO DE ATACAMA,0.6842105263157895,7854.692959028098,5498838.0556075405,0.7960888684929814,3.626529705817092e-08,3.150988079859614e-08,0.0006671731646759548,0.0002960025294157769
947,2301,TOCOPILLA,0.6842105263157895,28069.95408566546,5553719.225308555,0.8714500834634054,8.419652735740152e-08,3.361611382185407e-08,0.0006671731646759555,0.0002991967796356734
948,2302,MARIA ELENA,0.6842105263157895,4845.154174376995,6230396.605906287,0.8736771732140898,2.9158665291781703e-08,4.9014942929278504e-08,0.0006671731646759549,0.0002993283658182541
949,3101,COPIAPO,0.6842105263157895,178438.65595864833,6950802.850326468,1.3509589753629916,2.354365075865566e-07,2.6925600880173324e-07,0.0006671731646759533,0.0003262111589370781
950,3102,CALDERA,0.6842105263157895,18107.071109814588,4948654.251209531,0.9691700703248787,5.293380905582425e-08,3.585324590547189e-08,0.000667173164675955,0.00032398836806925735
951,3103,TIERRA AMARILLA,0.6842105263157895,17868.94178538304,4873570.49827706,0.8694927936976063,4.286483242858299e-08,9.50164473673343e-08,0.0006671731646759549,0.0003263934817880365
952,3201,CHANARAL,0.6842105263157895,13677.222544820646,4968868.3191082515,0.833786295827789,4.8169302254612006e-08,2.506681599660742e-08,0.000667173164675955,0.0003203891178413485
953,3202,DIEGO DE ALMAGRO,0.6842105263157895,14676.789213260965,7231398.952624717,0.9915952521068315,3.9284094083260526e-08,4.6570632081408425e-08,0.000667173164675955,0.0003207229456596941
954,3301,VALLENAR,0.6842105263157895,53759.8703636206,5577608.340401994,1.0804735022489884,1.3933749167030564e-07,4.712697475629168e-08,0.0006671731646759546,0.0003314856561110584
955,3302,ALTO DEL CARMEN,0.6842105263157895,6551.479401192894,4114708.4496435383,0.6545688417743977,4.2494053057346344e-08,3.368818141321452e-09,0.0006671731646759549,0.0003300990096796306
956,3304,HUASCO,0.6842105263157895,10614.523842306546,5281094.198624356,0.8298934030122616,4.180607593297209e-08,3.691574624134532e-08,0.0006671731646759556,0.0003297237368158558
957,4101,LA SERENA,0.6842105263157895,223587.43887928498,6721947.204514962,1.5599404411221747,1.5109730680086866e-07,4.4660843903432765e-07,0.000667173164675955,0.00033830512739428084
958,4102,COQUIMBO,0.6842105263157895,242511.85837435274,4630287.530927311,1.4519535647514226,4.4954791947504754e-07,2.769431365026919e-07,0.000667173164675957,0.0003388690937307479
959,4103,ANDACOLLO,0.6842105263157895,11572.78472722093,4444174.600271383,0.8140521905083535,4.511545805340008e-08,2.1265987113536117e-08,0.0006671731646759547,0.0003383951432336444
960,4104,LA HIGUERA,0.6842105263157895,4741.113173801322,3646671.766467815,0.71263156812905,3.543345370495509e-08,1.3508438327140468e-08,0.0006671731646759547,0.00033619704307738643
961,4106,VICUNA,0.6842105263157895,27001.108878833464,4144526.6748573594,0.9048198896877788,9.521814239254997e-08,1.9418867830390693e-08,0.0006671731646759552,0.00033601128098559486
962,4201,ILLAPEL,0.6842105263157895,33095.7642571747,4634446.468713611,0.9348487082412527,1.0618629188750407e-07,2.2245963283893863e-08,0.0006671731646759552,0.000344712652499575
963,4202,CANELA,0.6842105263157895,9945.391468983784,3090752.724272776,0.7299228268157244,5.011377104206865e-08,1.183586518091892e-08,0.0006671731646759552,0.000344484097121239
964,4203,LOS VILOS,0.6842105263157895,20454.893607245755,4085495.551537987,1.012370336536717,7.183336300026955e-08,2.3457487875016166e-08,0.0006671731646759547,0.000346989471995218
965,4204,SALAMANCA,0.6842105263157895,27505.07130360711,5160821.849217676,0.9539860899205305,6.257324900084144e-08,4.9975821851693583e-08,0.0006671731646759552,0.00034363533891503955
966,4301,OVALLE,0.6842105263157895,123800.4184581811,5001244.639142171,1.1709149432881736,2.854848884160939e-07,9.64967985701284e-08,0.0006671731646759542,0.00034078377555750585
967,4302,COMBARBALA,0.6842105263157895,15546.785546356414,3608611.3683394776,0.7385907110692707,7.882344838573249e-08,3.720434888489445e-09,0.0006671731646759548,0.0003424884254185435
968,4303,MONTE PATRIA,0.6842105263157895,34302.86381040436,3867066.1298980727,0.8093175035078599,1.357519385354009e-07,8.269408895210895e-09,0.0006671731646759549,0.00033969205667126523
969,4304,PUNITAQUI,0.6842105263157895,10976.586767598139,3862423.519702037,0.7064208840309327,5.892559084697839e-08,6.53920600426173e-09,0.0006671731646759553,0.00034021695821333345
970,4305,RIO HURTADO,0.6842105263157895,5014.320804112139,3366319.6545903003,0.6133777006474682,4.092213975377938e-08,3.950150911162338e-09,0.0006671731646759551,0.00033939853060010707
971,5101,VALPARAISO,0.6842105263157895,294454.21490285685,5038464.449440049,1.6064903316379424,2.8631268060435765e-07,5.202067758490698e-07,0.0006671731646759691,0.00035025691714931067
972,5102,CASABLANCA,0.6842105263157895,29836.75259625838,4420158.455602041,1.1249110511805898,4.5085162662161497e-08,1.3067098580825416e-07,0.000667173164675955,0.0003514267536591622
973,5103,CONCON,0.6842105263157895,51516.563746542975,7201222.754399987,1.4298324099716926,3.2953229360294425e-08,2.076860978759106e-07,0.0006671731646759552,0.000349975848493324
974,5105,PUCHUNCAVI,0.6842105263157895,18503.741983872373,3656989.0257953256,1.1860360373484622,4.205846836984716e-08,6.912832603969032e-08,0.0006671731646759552,0.00034964892457111876
975,5107,QUINTERO,0.6842105263157895,28625.197636207882,5033937.105851649,1.1448469669633567,5.739389428931566e-08,6.18048102702987e-08,0.0006671731646759552,0.00035379418726181445
976,5109,VINA DEL MAR,0.6842105263157895,326618.28712880815,7474828.358431092,1.8150730595122058,1.430293180109448e-07,1.091978115057695e-06,0.0006671731646759556,0.0003501414022977079
977,5301,LOS ANDES,0.6842105263157895,68817.57083669749,6009645.240011231,1.2456348941080748,1.3895507694134088e-07,8.843291367684466e-08,0.0006671731646759546,0.00035108255151757077
978,5302,CALLE LARGA,0.6842105263157895,15076.752619143948,3967994.3107884824,0.8714584777583667,5.7827837801298e-08,1.5133512745348913e-08,0.0006671731646759551,0.00035119254490856473
979,5303,RINCONADA,0.6842105263157895,11074.206429555441,4670841.813052945,0.8944993750262217,4.7886252665971784e-08,9.56949853165376e-09,0.0006671731646759551,0.00034351333944927873
980,5304,SAN ESTEBAN,0.6842105263157895,19136.303027969025,4171493.4664517753,0.9450706197355384,6.885009839148585e-08,1.3012553483181268e-08,0.0006671731646759547,0.0003507694674094616
981,5401,LA LIGUA,0.6842105263157895,34016.04017105566,4771516.493475398,1.0420433561149578,1.0113072941397607e-07,3.058598369030891e-08,0.0006671731646759551,0.00034927743130950395
982,5402,CABILDO,0.6842105263157895,20232.032361551635,9732053.218789045,0.8677605233309931,7.499964636569772e-08,1.356685834252936e-08,0.0006671731646759551,0.000348605467498834
983,5403,PAPUDO,0.6842105263157895,5347.945653666652,5162986.565857953,1.0650839724547947,3.2710403687141164e-08,4.159410450598642e-08,0.0006671731646759549,0.0003487711585231552
984,5404,PETORCA,0.6842105263157895,10432.805031712107,4503153.094617004,0.7502709926523601,5.225652159137037e-08,7.097861797443311e-09,0.0006671731646759547,0.0003472185231083657
985,5501,QUILLOTA,0.6842105263157895,96251.98705846407,4954722.0159179,1.2348620421457948,2.3449528519437157e-07,8.030382668479237e-08,0.0006671731646759545,0.00035022634595633696
986,5502,LA CALERA,0.6842105263157895,55716.742105786776,4489491.6248231465,1.1134494670906734,1.421283384867657e-07,5.9525253794744535e-08,0.0006671731646759549,0.000350592908822091
987,5503,HIJUELAS,0.6842105263157895,18262.849458672605,4217948.87279203,0.8601256014758325,5.314718024141113e-08,2.1040367861544855e-08,0.000667173164675955,0.0003507689496846173
988,5504,LA CRUZ,0.6842105263157895,20280.75902899586,4440329.359309199,0.989942399686975,7.246998631103022e-08,1.5519543427864816e-08,0.0006671731646759549,0.00035038306524198175
989,5506,NOGALES,0.6842105263157895,24035.93913193605,3660564.4415811724,0.9545815600427949,7.605481010810474e-08,1.8159822089430137e-08,0.0006671731646759549,0.00035048887168960725
990,5601,SAN ANTONIO,0.6842105263157895,97166.30673639174,4209826.565084269,1.3305421111701945,1.2869532981940144e-07,1.8599373990065519e-07,0.0006671731646759546,0.00035255163071072604
991,5602,ALGARROBO,0.6842105263157895,10701.912577369612,7446186.173944413,1.3377596981750015,3.1350428197512615e-08,1.1223399763976921e-07,0.0006671731646759549,0.00035177979724862636
992,5603,CARTAGENA,0.6842105263157895,20658.786505856868,3953768.224399313,1.0032213488321722,8.036557786557288e-08,1.5071360390558927e-08,0.0006671731646759549,0.000352397691890718
993,5604,EL QUISCO,0.6842105263157895,13674.238786137419,3905999.6865833662,1.1238422064897837,6.25054664047243e-08,2.1934958471092763e-08,0.0006671731646759552,0.00035180846567738386
994,5605,EL TABO,0.6842105263157895,10626.803292397008,5390702.626569311,1.0431858891243966,6.361955493380259e-08,1.4363948766834566e-08,0.0006671731646759549,0.0003520159156626201
995,5606,SANTO DOMINGO,0.6842105263157895,9547.351089271415,6358319.003899852,1.2330843189109846,2.8945152057173855e-08,2.846351965872983e-07,0.000667173164675955,0.00035262489575267863
996,5701,SAN FELIPE,0.6842105263157895,75056.78893729478,5511093.206139862,1.1943634332408566,1.8743318142270616e-07,7.407998041687185e-08,0.0006671731646759548,0.00035084023341793846
997,5702,CATEMU,0.6842105263157895,14220.669323096454,3556540.4850140517,0.8644729823334684,6.244336572862245e-08,9.147744034568339e-09,0.0006671731646759551,0.00035070492559088526
998,5703,LLAY-LLAY,0.6842105263157895,25084.399384680226,4260069.372499692,0.9176966399733735,8.435541295086143e-08,1.576490188368672e-08,0.0006671731646759551,0.00035120477118190743
999,5704,PANQUEHUE,0.6842105263157895,7409.068181581972,4724586.703021836,0.8448554372686937,3.73019156465734e-08,1.037550553992363e-08,0.0006671731646759549,0.00035070602631088744
1000,5705,PUTAENDO,0.6842105263157895,16637.392520532554,3349726.8995794533,0.8346043977637805,7.197773460038403e-08,4.732730138663173e-09,0.0006671731646759551,0.0003501782010809256
1001,5706,SANTA MARIA,0.6842105263157895,16093.80866373327,4061524.865223545,0.8298988752070533,6.965395587945867e-08,7.539496896246357e-09,0.0006671731646759549,0.0003505695300778467
1002,5801,QUILPUE,0.6842105263157895,174468.1392520314,6443250.789470663,1.3915421388212137,3.6319447303110224e-07,1.2987740195918502e-07,0.0006671731646759529,0.0003505663449822096
1003,5802,LIMACHE,0.6842105263157895,46250.63247502466,4346208.373070207,1.111442929302042,1.1959483873101315e-07,3.316528520153589e-08,0.0006671731646759544,0.0003507413687065993
1004,5803,OLMUE,0.6842105263157895,16192.93726256958,4620897.181926843,1.0469086139482697,4.6332329539575184e-08,2.2450614731807664e-08,0.0006671731646759552,0.0003508746779495535
1005,5804,VILLA ALEMANA,0.6842105263157895,146286.04594972974,5888724.468075063,1.2844579213881568,3.7277839066228756e-07,5.515467303949847e-08,0.0006671731646759537,0.00035059266199666587
1006,6101,RANCAGUA,0.6842105263157895,234480.02645005882,5373977.686050842,1.55375591287125,3.766679731539382e-07,3.678648012626054e-07,0.0006671731646759547,0.00035482756529620725
1007,6102,CODEGUA,0.6842105263157895,14648.435212235265,4669888.564721826,0.8584705182414487,5.37657794836235e-08,1.262192457042759e-08,0.0006671731646759548,0.00035400455574405054
1008,6103,COINCO,0.6842105263157895,7273.712177145915,3561918.0940164807,0.7149388584811364,4.1839294135417006e-08,5.443560517049138e-09,0.0006671731646759556,0.00035393976698505517
1009,6104,COLTAUCO,0.6842105263157895,20210.831137528414,4552337.28743587,0.8550547271019225,8.366464939102928e-08,4.817618198899368e-09,0.0006671731646759548,0.00035395848601556956
1010,6105,DONIHUE,0.6842105263157895,20726.939289327078,5258158.787096688,0.9283390079132284,6.014818585666034e-08,2.5754919899130717e-08,0.0006671731646759547,0.00035390614571333915
1011,6106,GRANEROS,0.6842105263157895,34827.83203019188,4601459.694936725,1.0375417818907895,1.0185256485528669e-07,2.8131436949490975e-08,0.000667173164675955,0.00035422742686802496
1012,6107,LAS CABRAS,0.6842105263157895,24298.882108316022,3798207.8112932416,1.3147876523416002,4.51224653696015e-08,1.6841156185484223e-07,0.0006671731646759553,0.0003539344040778111
1013,6108,MACHALI,0.6842105263157895,54548.47504436129,7926373.048399716,1.327918667146145,4.7283370009459485e-08,1.1097392359695151e-07,0.0006671731646759555,0.00035395842555410007
1014,6109,MALLOA,0.6842105263157895,14004.043482790044,4231241.495774753,0.844800542104868,5.7241988146997195e-08,9.520570442163135e-09,0.0006671731646759551,0.0003544424344068104
1015,6110,SAN FRANCISCO DE MOSTAZAL,0.6842105263157895,26885.46409960593,4588623.252898272,1.0429702480981444,4.8249910673942006e-08,5.293010637145313e-08,0.0006671731646759548,0.00035411260880607376
1016,6111,OLIVAR,0.6842105263157895,15537.755509784309,4642685.228843057,0.8719805243163143,4.965132133115454e-08,1.703914052106801e-08,0.000667173164675955,0.00035429491430923564
1017,6112,PEUMO,0.6842105263157895,16339.63282642639,4006032.040124076,0.838959342841498,5.929123022316882e-08,1.4300877368095616e-08,0.0006671731646759551,0.0003540129080424201
1018,6113,PICHIDEGUA,0.6842105263157895,20502.5039993537,3695592.7943058717,0.8428149497101984,7.138210941957921e-08,1.348431174868557e-08,0.0006671731646759548,0.0003537954350894517
1019,6114,QUINTA DE TILCOCO,0.6842105263157895,13467.98427067108,5076711.803572602,0.7987609000657027,5.619347641418459e-08,1.0287595837255958e-08,0.0006671731646759549,0.00034943754773311485
1020,6115,RENGO,0.6842105263157895,62539.12654143125,4272041.368691755,1.1205350459889742,1.6035882124147938e-07,5.321030988664733e-08,0.0006671731646759546,0.0003543722640527793
1021,6116,REQUINOA,0.6842105263157895,34509.325633323846,4727374.52339427,1.0755900961435714,6.872875464749008e-08,4.6610321154306776e-08,0.0006671731646759539,0.00035505364530681523
1022,6117,SAN VICENTE,0.6842105263157895,47744.06454461521,5087130.071034713,1.1157419974150207,1.1103955655391238e-07,5.0772410497703416e-08,0.0006671731646759545,0.0003542883489152328
1023,6201,PICHILEMU,0.6842105263157895,14624.121835750404,5371184.1648218315,1.0350346061119797,5.1095130148249484e-08,1.935885289035946e-08,0.0006671731646759555,0.0003520991968554168
1024,6202,LA ESTRELLA,0.6842105263157895,3340.588015798136,3909859.5629535867,0.7747193474017926,2.9364298109553785e-08,2.1262311193617556e-08,0.0006671731646759545,0.00035341361959386944
1025,6203,LITUECHE,0.6842105263157895,6402.930259361491,4057749.270399735,0.8226179124106711,3.356097632563002e-08,9.866506336701463e-09,0.000667173164675955,0.00035319813684386007
1026,6204,MARCHIGUE,0.6842105263157895,7652.940862513953,4021465.935017792,0.7691578068812394,3.373801032995778e-08,1.3317206507829667e-08,0.0006671731646759547,0.00035364059746429967
1027,6205,NAVIDAD,0.6842105263157895,6023.19011912215,3704887.28110696,0.7393839236898226,3.963396292569591e-08,3.424570435929683e-09,0.0006671731646759549,0.0003523696009697461
1028,6206,PAREDONES,0.6842105263157895,6363.860024974162,3717784.409489033,0.7214614774416416,4.1789491136236685e-08,2.6725001577922218e-09,0.0006671731646759547,0.0003519770473264381
1029,6301,SAN FERNANDO,0.6842105263157895,74373.22924829698,4406222.724229147,1.288356945960975,1.3095774491278965e-07,1.221649479820666e-07,0.0006671731646759547,0.0003546830367184458
1030,6302,CHEPICA,0.6842105263157895,16381.858644828104,3762349.929204878,0.830460919999896,7.16950922899252e-08,4.231612907699292e-09,0.0006671731646759551,0.0003544480084402736
1031,6303,CHIMBARONGO,0.6842105263157895,38077.87287553567,3637982.4716120744,0.969704474749217,1.1191790525132734e-07,2.4300660048810053e-08,0.0006671731646759547,0.00035474217837813324
1032,6304,LOLOL,0.6842105263157895,7073.0696927008685,3654377.8451786456,0.7488702865728146,3.623100264111009e-08,1.0545502254331804e-08,0.0006671731646759548,0.00035301057102403666
1033,6305,NANCAGUA,0.6842105263157895,17169.416594471408,4217378.924374899,0.8620512467003463,4.626223030418245e-08,6.107111412465051e-08,0.0006671731646759549,0.000354399842312869
1034,6306,PALMILLA,0.6842105263157895,13481.44803933375,3475246.488452345,0.8271200197246796,4.0726683903401765e-08,2.3739829177334197e-08,0.0006671731646759552,0.0003542196022278663
1035,6307,PERALILLO,0.6842105263157895,11779.766369316774,4337197.377864337,0.8183334793721425,4.620441159452013e-08,1.3658843861554564e-08,0.000667173164675955,0.00035383258869027984
1036,6308,PLACILLA,0.6842105263157895,9353.500684855597,4054666.1287351134,0.7956990407398653,4.625161867392259e-08,7.2455377415492084e-09,0.0006671731646759546,0.0003541867666212731
1037,6309,PUMANQUE,0.6842105263157895,3463.5032758018797,5556278.707660138,0.6362198643738298,3.101660807854925e-08,5.732844777466835e-09,0.0006671731646759548,0.0003528953720924001
1038,6310,SANTA CRUZ,0.6842105263157895,38104.16578227758,5202931.90107592,1.1368354377648833,8.583514553185802e-08,4.5573302399575886e-08,0.0006671731646759548,0.0003542719191024057
1039,7101,TALCA,0.6842105263157895,236170.49662627003,5932100.252502072,1.5364869043935137,4.000727848187524e-07,3.0117357589809526e-07,0.0006671731646759564,0.00035463087183243826
1040,7102,CONSTITUCION,0.6842105263157895,51130.76733743555,5356106.53999905,1.124508750281754,1.1208223485060458e-07,6.084312745229834e-08,0.0006671731646759545,0.00035185208725202125
1041,7103,CUREPTO,0.6842105263157895,10784.69116116013,3537574.6163680353,0.7489120356135835,5.1947525598523586e-08,6.7358997542808055e-09,0.0006671731646759545,0.00035271768457657946
1042,7104,EMPEDRADO,0.6842105263157895,4498.184786275526,3721828.539203561,0.68143198677754,3.85997339917353e-08,1.9815375972492256e-09,0.0006671731646759549,0.00035188042233505565
1043,7105,MAULE,0.6842105263157895,57830.34909185417,3334297.145170931,0.9826665632028077,1.7894445502919805e-07,2.117785214846792e-08,0.0006671731646759546,0.0003545537021083891
1044,7107,PENCAHUE,0.6842105263157895,8868.317922624856,3930883.102019443,0.7521556410115239,4.1133250731378045e-08,8.795113350202349e-09,0.000667173164675955,0.00035405623171381914
1045,7108,RIO CLARO,0.6842105263157895,13552.481626597822,3542204.529516729,0.7435929997260567,5.27220859245148e-08,1.2060729090583378e-08,0.0006671731646759547,0.00035416568072742867
1046,7109,SAN CLEMENTE,0.6842105263157895,42126.602292051095,3044668.2167700864,0.9650035813946125,1.2432852304145442e-07,2.9257712921090186e-08,0.0006671731646759548,0.0003538974056415732
1047,7110,SAN RAFAEL,0.6842105263157895,10088.473532487082,4352190.706955186,0.7445924854926068,4.7020400518567925e-08,8.239501434953489e-09,0.0006671731646759549,0.00035477294234565084
1048,7201,CAUQUENES,0.6842105263157895,40371.948181026535,4430319.224181585,1.0686828218418463,1.4891640950449643e-07,1.8304075182104593e-08,0.0006671731646759551,0.0003531945261351439
1049,7202,CHANCO,0.6842105263157895,9007.592622107586,3667053.500979101,0.7593168948209919,4.988163673829038e-08,3.2625984959288985e-09,0.000667173164675955,0.00035164463208119784
1050,7203,PELLUHUE,0.6842105263157895,7775.411389508866,3521314.946383712,0.9047965831484288,4.3532364613777047e-08,8.004647436269287e-09,0.0006671731646759548,0.0003514476373123512
1051,7301,CURICO,0.6842105263157895,146698.27600273304,5184972.569382731,1.3725166444944006,2.7875759385014123e-07,2.012621867164662e-07,0.0006671731646759549,0.0003546322042506245
1052,7302,HUALANE,0.6842105263157895,10253.3108085608,5000471.933078482,0.8057481836389259,5.398167040672682e-08,6.36186773251384e-09,0.0006671731646759547,0.00035347346481611754
1053,7303,LICANTEN,0.6842105263157895,7270.488999439303,4654232.800813506,0.8764827146750799,3.9233691759842105e-08,1.0681575728949129e-08,0.0006671731646759552,0.00035273023700417696
1054,7304,MOLINA,0.6842105263157895,42664.10779388721,4395122.407747096,1.067980142383831,1.218610708816116e-07,4.525291228687702e-08,0.0006671731646759555,0.0003545758917618809
1055,7305,RAUCO,0.6842105263157895,10218.160308378903,3536528.9771372294,0.7824700625373072,4.812298848489191e-08,1.1615465833832678e-08,0.0006671731646759549,0.00035226504662912503
1056,7306,ROMERAL,0.6842105263157895,15380.71686794764,4049688.1649319236,0.9426579127121164,4.00103170171666e-08,3.274622479378683e-08,0.0006671731646759551,0.0003545501382253088
1057,7307,SAGRADA FAMILIA,0.6842105263157895,19669.111669062913,4106432.306003808,0.882584050813376,5.15035263897832e-08,3.3047391553541875e-08,0.0006671731646759549,0.00035427806087329563
1058,7308,TENO,0.6842105263157895,28766.283403482474,4300856.590704762,0.9770388852198271,7.930964308654435e-08,2.696612537630207e-08,0.0006671731646759553,0.0003547521775803694
