comuna1,comuna,idregion,year,lon,lat,w_mean,L,L_workers,IP,IPP,impterritorial,patentescom,percirculacion,patentesmineras,pobres,pobres_pais,h_all,r_all,tax_00,tax_02,tax_04,tax_06,tax_08,tax_10,tax_12,tax_14,tax_16,tax_18,tax_20,tax_22,tax_24,tax_26,tax_28,tax_30,tax_32,tax_33,h_e_00,h_e_02,h_e_04,h_e_06,h_e_08,h_e_10,h_e_12,h_e_14,h_e_16,h_e_18,h_e_20,h_e_22,h_e_24,h_e_26,h_e_28,h_e_30,h_e_32,h_e_33,h_nex_00,h_nex_02,h_nex_04,h_nex_06,h_nex_08,h_nex_10,h_nex_12,h_nex_14,h_nex_16,h_nex_18,h_nex_20,h_nex_22,h_nex_24,h_nex_26,h_nex_28,h_nex_30,h_nex_32,h_nex_33,cod_sii,comuna_sii,sem,_ID,pobreza,v_arriendo
11201,AYSEN,11,2017,-73.7756239351251,-45.98911607377011,521836.56,28283,12423,5238634,2588963,281284,762073,103591,62348,1926.0723,1591381.6,8245,149684297357,105942876160,93399400448,82186346496,73577897984,67969298432,64129904640,61220585472,58929577984,57148841984,55738535936,54581649408,53412687872,52782370816,52101431296,51495452672,51009347584,50620993536,50451542016,449,870,1769,3399,4582,5210,5568,5860,6071,6234,6332,6445,6501,6549,6592,6654,6692,6706,7796,7375,6476,4846,3663,3035,2677,2385,2174,2011,1913,1800,1744,1696,1653,1591,1553,1539,11101,AYSEN,1,238,6.81,195890.7577914887
11202,CISNES,11,2017,-73.13985572792667,-44.45760414671594,490893.59,5356,2343,3248126,1739164,54252,250124,26654,7756,348.14001,1591381.6,2219,29426876016,16347759616,13533546496,11410397184,10145285120,9348830208,8787597312,8380560384,8075720704,7840867328,7665764352,7525432832,7400822272,7341611008,7286856192,7245731328,7209432576,7178052608,7164095488,288,505,935,1282,1436,1518,1591,1631,1665,1685,1703,1722,1732,1744,1745,1749,1751,1752,1931,1714,1284,937,783,701,628,588,554,534,516,497,487,475,474,470,468,467,11102,CISNES,1,235,6.5,180467.8362573099
11301,COCHRANE,11,2017,-72.74254048853879,-47.35970030454473,504331.03,3404,1160,1600296,202848,42428,74198,18868,23507,200.1552,1591381.6,1401,17091087278,10456189952,8446426624,7007378432,6297916416,5839108608,5548190720,5326042112,5142451200,5030747648,4957825024,4907921408,4873790976,4857393664,4837431296,4823205376,4814326272,4806326272,4802326016,73,150,641,812,911,968,994,1016,1050,1063,1073,1082,1083,1084,1087,1089,1089,1089,1328,1251,760,589,490,433,407,385,351,338,328,319,318,317,314,312,312,312,11301,COCHRANE,1,240,5.88,183826.5817409766
11401,CHILE CHICO,11,2017,-72.58584888089649,-46.76671695888085,489838.13,5161,2544,2892552,480236,63143,186056,27764,104984,271.4686,1591381.6,2355,22164226373,18104412160,15443036160,13814119424,12764858368,12030568448,11491364864,11107827712,10815158272,10607585280,10450480128,10334381056,10225386496,10172570624,10124266496,10083163136,10048310272,10018310144,10003644416,167,569,1027,1208,1321,1416,1471,1519,1550,1570,1588,1602,1612,1618,1621,1625,1625,1626,2188,1786,1328,1147,1034,939,884,836,805,785,767,753,743,737,734,730,730,729,11201,CHILE CHICO,1,241,5.26,189229.5345104334
11402,RIO IBANEZ,11,2017,-72.48729037769193,-46.29904143975627,374673.66,2315,623,1528290,147841,16874,23139,18358,7195,151.63251,1591381.6,1226,7467748152,4843986944,3494796288,2921786368,2667427584,2519473920,2423951872,2370774016,2334506240,2308462848,2291632640,2279409664,2269832192,2263409664,2258894848,2256894976,2254894848,2252894976,2251895040,155,500,801,878,912,935,950,955,961,963,967,967,967,970,970,970,970,970,1071,726,425,348,314,291,276,271,265,263,259,259,259,256,256,256,256,256,11203,RIO IBANEZ,1,242,6.55,116000
12101,PUNTA ARENAS,12,2017,-72.01811646404717,-53.64299731393867,629342.06,129263,57942,17594451,13342335,2949256,3932986,860572,33602,2675.7441,1591381.6,47251,1723484697495,1284578869248,1206534799360,1128705163264,1052169928704,980914077696,919918411776,868915347456,827511472128,792948703232,764703014912,741169627136,717612711936,704003375104,689518608384,677374918656,666875330560,657640325120,653420462080,1078,1108,1303,2759,7010,12127,17415,21137,24367,27326,29329,31100,32199,33541,34468,35202,35752,36051,46173,46143,45948,44492,40241,35124,29836,26114,22884,19925,17922,16151,15052,13710,12783,12049,11499,11200,12205,PUNTA ARENAS,1,254,2.07,269322.2391843365
12301,PORVENIR,12,2017,-69.38056442092294,-53.30514551150399,591103.75,7781,2609,1841887,469701,96,194677,36234,2271,163.401,1591381.6,2321,41603499371,9976492032,6822819840,4264638208,3048845312,2313100288,1862655744,1526779264,1245841536,1043208576,910113408,831454784,782919360,759364928,734377664,711353280,689353280,668651328,658651328,720,730,1497,1832,2019,2117,2145,2176,2220,2248,2273,2286,2288,2289,2290,2290,2291,2291,1601,1591,824,489,302,204,176,145,101,73,48,35,33,32,31,31,30,30,12301,PORVENIR,1,249,2.1,246575.3424657534
12401,NATALES,12,2017,-73.99902730489717,-50.7134924898251,470076.47,21855,9668,4696324,2475992,427833,431133,115888,18354,509.2215,1591381.6,8716,189773833380,159820627968,146101125120,132517969920,119794294784,109613637632,103587364864,99975217152,97643823104,96112967680,94900494336,93938909184,93000482816,92465233920,91862687744,91318747136,90838179840,90412834816,90223280128,312,336,509,1257,3210,4852,5734,6289,6512,6637,6744,6824,6864,6895,6925,6954,6977,7003,8404,8380,8207,7459,5506,3864,2982,2427,2204,2079,1972,1892,1852,1821,1791,1762,1739,1713,12101,NATALES,1,248,2.33,290615.1886261262
13101,SANTIAGO,13,2017,-70.65663569572327,-33.45326376538993,681093.69,386471,79160,92881040,91619042,28318363,25494882,3300834,0,15768.017,1591381.6,330027,14399990175963,12665450659840,12327680212992,11990407839744,11654280511488,11320657182720,10990970208256,10666775674880,10350746402816,10044609396736,9757363535872,9496004919296,9218553806848,9053414621184,8872921137152,8720116350976,8591664218112,8483279732736,8435434258432,3251,3402,3729,4602,6261,8360,12018,16500,22724,34991,48213,63763,74646,89144,102789,113104,122408,126513,326776,326625,326298,325425,323766,321667,318009,313527,307303,295036,281814,266264,255381,240883,227238,216923,207619,203514,13101,SANTIAGO,1,302,4.08,260289.6871422843
13102,CERRILLOS,13,2017,-70.71234049225596,-33.49953234863801,368985.84,87114,27115,14859777,11996120,3144250,5480792,1024839,479,5644.9873,1591381.6,23127,1083215117273,805677236224,762074234880,719382904832,684606160896,657931239424,635832565760,617959194624,604050817024,593641406464,586155687936,581286756352,577428455424,575535710208,573737730048,572445556736,571620655104,571048132608,570817249280,263,274,2553,7081,10085,12015,14209,16072,17545,19116,20048,20739,21019,21285,21604,21715,21827,21845,22864,22853,20574,16046,13042,11112,8918,7055,5582,4011,3079,2388,2108,1842,1523,1412,1300,1282,14166,CERRILLOS,1,283,6.48,205398.6916390358
13103,CERRO NAVIA,13,2017,-70.74411537750485,-33.42223021960806,355836.38,158641,51909,15319177,2327373,192457,388117,511253,0,12040.852,1591381.6,30324,253541311867,224601374720,166862766080,112887554048,79448588288,59652415488,49913692160,45264384000,43050655744,41901428736,41272188928,40885755904,40587702272,40457293824,40342417408,40249864192,40167165952,40097640448,40070754304,333,362,7475,16438,22351,25846,27682,28426,28790,28972,29051,29114,29142,29158,29165,29171,29180,29183,29991,29962,22849,13886,7973,4478,2642,1898,1534,1352,1273,1210,1182,1166,1159,1153,1144,1141,14156,CERRO NAVIA,1,258,7.59,240337.000879567
13104,CONCHALI,13,2017,-70.67659284963155,-33.38339574410989,396843.44,141225,40474,15182950,7887671,1130186,3611301,891963,83,10493.018,1591381.6,34033,519096932627,478249353216,416536363008,355734126592,301157711872,260397580288,234810638336,220614361088,213400469504,209820975104,207762407424,206537441280,205662552064,205291569152,204961103872,204725649408,204558188544,204424216576,204366135296,299,313,1455,6974,15119,21568,26052,28773,29838,30389,30684,30888,30962,31018,31063,31087,31098,31104,33734,33720,32578,27059,18914,12465,7981,5260,4195,3644,3349,3145,3071,3015,2970,2946,2935,2929,14127,CONCHALI,1,263,7.43,192563.0416666667
13105,EL BOSQUE,13,2017,-70.67621430117019,-33.56276917510889,428358.16,195106,62066,18918798,3638977,395309,692687,809230,0,18691.154,1591381.6,42676,564861792244,443240742912,361574989824,283334705152,222077943808,182671835136,154731102208,137036316672,125923737600,118474899456,113388576768,109803741184,106742710272,105361981440,104046821376,103071834112,102287474688,101653504000,101375524864,444,465,5656,16481,24793,30280,34207,36751,38231,39181,39761,40222,40525,40724,40850,40934,40997,41019,42232,42211,37020,26195,17883,12396,8469,5925,4445,3495,2915,2454,2151,1952,1826,1742,1679,1657,16165,EL BOSQUE,1,267,9.58,167664.7315374748
13106,ESTACION CENTRAL,13,2017,-70.70072365755634,-33.46407428306904,446761.47,146477,40399,20122412,17330426,2568152,5438101,1205642,0,8510.3135,1591381.6,48183,1271107067602,1067269029888,989579837440,912343957504,839561707520,778046472192,729905627136,694904619008,668819521536,649733668864,635104985088,623968845824,613864964096,608742211584,603442970624,599584538624,596892712960,594795167744,593842077696,555,578,1116,5476,11568,19043,24222,28263,31061,32928,34485,36011,36475,36938,37841,38278,38403,38542,47628,47605,47067,42707,36615,29140,23961,19920,17122,15255,13698,12172,11708,11245,10342,9905,9780,9641,14157,ESTACION CENTRAL,1,268,5.81,181041.7895214334
13107,HUECHURABA,13,2017,-70.63763627369069,-33.36019497668796,371815.91,99019,39228,28961724,26611118,6070643,14989694,1428740,2227,5584.6714,1591381.6,38019,1949374892525,1874640502784,1824729333760,1775869624320,1732529356800,1695970885632,1663229493248,1633439973376,1606299549696,1580859785216,1556302659584,1532293152768,1504104939520,1485593509888,1462859857920,1440214286336,1417772400640,1395922829312,1385402859520,194,303,1887,4685,7727,9522,11074,12139,12737,13068,13290,13539,13788,13843,13904,14030,14534,14757,37825,37716,36132,33334,30292,28497,26945,25880,25282,24951,24729,24480,24231,24176,24115,23989,23485,23262,14158,HUECHURABA,1,262,5.64,168332.9955411431
13108,INDEPENDENCIA,13,2017,-70.66505682211636,-33.41440144758126,399993,85638,25801,10146522,7833921,1297445,2379726,715473,0,7279.23,1591381.6,36067,945362860973,771550806016,714527801344,658399821824,603480457216,550443745280,503350231040,464932864000,433788649472,411142029312,394137894912,382442700800,373186723840,368688824320,364266717184,360772730880,357870567424,355431579648,354395881472,354,434,1124,1693,3396,7418,11666,15565,19074,21690,24074,25742,26400,26936,27313,27535,27797,27895,35713,35633,34943,34374,32671,28649,24401,20502,16993,14377,11993,10325,9667,9131,8754,8532,8270,8172,13167,INDEPENDENCIA,1,271,8.5,254373.3046229458
13109,LA CISTERNA,13,2017,-70.66377189171166,-33.53006947895769,537544.5,93057,27030,9478934,7461572,1148008,1617609,648850,0,6141.7622,1591381.6,30662,742602734214,656672686080,606414176256,556247678976,506243612672,457413951488,412190212096,372459634688,341506097152,317216194560,298465001472,283779858432,269598834688,261624414208,253150658560,246101131264,240258482176,235463147520,233374793728,349,409,421,725,1722,4383,7653,11791,14897,17259,18934,20181,20870,21635,22279,22874,23318,23497,30313,30253,30241,29937,28940,26279,23009,18871,15765,13403,11728,10481,9792,9027,8383,7788,7344,7165,16110,LA CISTERNA,1,274,6.6,240086.1707317073
13110,LA FLORIDA,13,2017,-70.53984933631108,-33.5281268782,542273.06,389846,174930,44737719,20616024,5280852,6696014,2696297,2839,17543.07,1591381.6,128351,3409457455632,3119764733952,2898852577280,2679173021696,2470701170688,2276403445760,2103966564352,1952981843968,1823446794240,1712483598336,1617870323712,1538545680384,1461143863296,1419463753728,1376124665856,1341434757120,1313400029184,1290101981184,1279879675904,1006,1055,3848,11048,19566,30272,41793,51385,59985,68130,75229,83442,87525,92248,96009,98724,100873,101623,127345,127296,124503,117303,108785,98079,86558,76966,68366,60221,53122,44909,40826,36103,32342,29627,27478,26728,15128,LA FLORIDA,1,275,4.5,253017.446342841
13111,LA GRANJA,13,2017,-70.62248459824409,-33.5355763075552,376065.16,143819,46342,14066157,3109852,395289,688796,452527,0,6831.4023,1591381.6,29850,382989210473,310664200192,254274191360,198767624192,153514278912,124770172928,107462975488,97903591424,92095987712,88064737280,85208031232,83296378880,81901731840,81296621568,80769425408,80387088384,80078684160,79840329728,79741181952,270,270,1506,10299,17439,22092,24929,26061,26783,27284,27710,28020,28149,28245,28293,28328,28361,28373,29580,29580,28344,19551,12411,7758,4921,3789,3067,2566,2140,1830,1701,1605,1557,1522,1489,1477,16131,LA GRANJA,1,300,4.75,166978.7918438556
13112,LA PINTANA,13,2017,-70.63710981246082,-33.58758940960886,301733.28,214663,80501,22684134,3728446,458170,629973,565531,337,30353.348,1591381.6,47810,462239240472,367236022272,274542755840,188707700736,131129327616,107845746688,99645210624,96538476544,94792744960,93522460672,92422209536,91406245888,90269835264,89550405632,88692318208,87864893440,87047946240,86250889216,85863038976,468,471,9977,27793,40376,44490,45732,46104,46240,46289,46326,46360,46377,46397,46405,46411,46424,46432,47342,47339,37833,20017,7434,3320,2078,1706,1570,1521,1484,1450,1433,1413,1405,1399,1386,1378,16154,LA PINTANA,1,266,14.14,141753.5840850516
13113,LA REINA,13,2017,-70.53652316506907,-33.44708587379552,1217878.9,101641,44070,18109392,16904784,6702109,2559442,2189792,309,1006.2459,1591381.6,34601,2711116887328,2384722919424,2329526927360,2274335391744,2219170594816,2164125204480,2109763616768,2056659140608,2004864335872,1954335031296,1904920231936,1856863731712,1800520204288,1763541778432,1718375415808,1675164123136,1634003714048,1594526400512,1575637483520,366,366,375,386,653,896,1764,2429,2969,3588,4178,4732,5106,5771,6978,7751,8794,9530,34235,34235,34226,34215,33948,33705,32837,32172,31632,31013,30423,29869,29495,28830,27623,26850,25807,25071,15132,LA REINA,1,278,.99,391701.7022149303
13114,LAS CONDES,13,2017,-70.50068037916688,-33.42096510160065,1575593.8,286735,142542,137285481,134554878,50076558,48471770,6453569,0,544.79651,1591381.6,344613,22196440693478,20510045896704,20277536751616,20045033897984,19812541530112,19580051259392,19347575668736,19115529994240,18884700667904,18655318376448,18426852540416,18200032968704,17930735583232,17752060329984,17531468251136,17313342423040,17098585669632,16888042094592,16784891576320,597,602,604,609,615,618,1298,1706,2404,3099,3818,5156,6023,7226,8416,10389,13121,14264,344016,344011,344009,344004,343998,343995,343315,342907,342209,341514,340795,339457,338590,337387,336197,334224,331492,330349,15108,LAS CONDES,1,277,.19,564195.0060221392
13115,LO BARNECHEA,13,2017,-70.36856672526905,-33.2991380281555,928592.19,108470,57773,59269956,57897911,22642561,17752623,6834519,92579,3080.5481,1591381.6,50446,6861261191742,6367124389888,6312981168128,6258850529280,6204773367808,6150731333632,6096777904128,6044291956736,5995150442496,5946690502656,5899898322944,5853496213504,5798719651840,5762289500160,5717320794112,5672746876928,5628477046784,5584667017216,5562924269568,196,202,213,248,253,477,2136,2860,3456,3989,4214,4517,4652,4905,5052,5236,5491,5566,50250,50244,50233,50198,50193,49969,48310,47586,46990,46457,46232,45929,45794,45541,45394,45210,44955,44880,15161,LO BARNECHEA,1,279,2.84,550996.2422634837
13116,LO ESPEJO,13,2017,-70.68973828542902,-33.52041567863834,331587.56,120218,36731,12224258,3203938,239604,422713,387929,0,8042.584,1591381.6,23760,280489864680,240719806464,195130212352,150380150784,115547643904,94138671104,84135624704,80409583616,78790025216,77950025728,77394206720,76966068224,76549496832,76319252480,76072321024,75861319680,75691180032,75540389888,75468103680,255,260,2994,8757,15374,20164,21919,22489,22721,22814,22854,22896,22915,22938,22954,22974,22978,22980,23505,23500,20766,15003,8386,3596,1841,1271,1039,946,906,864,845,822,806,786,782,780,16164,LO ESPEJO,1,273,6.69,159082.8848930306
13118,MACUL,13,2017,-70.59986459608663,-33.48926296746045,485186.59,124905,38189,15005885,12266621,2282759,5397250,1291583,0,9305.4229,1591381.6,47945,1283986355251,1117653041152,1045423980544,973230309376,902428688384,835259138048,774260391936,718913142784,670876041216,629989834752,595236159488,566589128704,538353139712,522290757632,505213550592,490468737024,477941301248,467850952704,463510601728,1099,1490,1741,3008,5803,8342,11754,15411,18694,21592,24597,27007,28282,29583,30790,31952,33043,33556,46846,46455,46204,44937,42142,39603,36191,32534,29251,26353,23348,20938,19663,18362,17155,15993,14902,14389,15151,MACUL,1,286,7.45,208320.1046448492
13119,MAIPU,13,2017,-70.80935191225582,-33.50675329911127,517386.13,559123,516250,70239013,27268865,6711800,7701985,3378645,16287,14369.461,1591381.6,162963,4056248271215,3743736922112,3433866199040,3124482015232,2818200043520,2530223063040,2277925715968,2062837743616,1893843861504,1769057419264,1680906387456,1615446147072,1558217621504,1528047730688,1497760792576,1474961473536,1457457070080,1443999514624,1438479024128,1038,1199,2120,3707,21546,39024,57747,84004,104211,118339,127926,135525,138945,143065,146173,148391,150281,150855,161925,161764,160843,159256,141417,123939,105216,78959,58752,44624,35037,27438,24018,19898,16790,14572,12682,12108,14109,MAIPU,1,284,2.57,229488.7101441395
13120,NUNOA,13,2017,-70.59881400327036,-33.45777451181673,1148833.4,229434,69977,31010692,28435412,10147982,6089366,2312877,0,2064.906,1591381.6,161155,5303133798035,4999424770048,4827374944256,4655393800192,4483880845312,4313522110464,4145292771328,3981534560256,3823923888128,3672616206336,3526862569472,3384760336384,3220272316416,3114676256768,2988521291776,2868601421824,2755450372096,2648927633408,2598290849792,711,757,802,1073,2109,3131,6642,9555,12846,14713,16578,19376,22346,25007,28595,31674,35306,36835,160444,160398,160353,160082,159046,158024,154513,151600,148309,146442,144577,141779,138809,136148,132560,129481,125849,124320,15105,NUNOA,1,287,.9,364687.4268450205
13121,PEDRO AGUIRRE CERDA,13,2017,-70.67545230484612,-33.49149469256629,429134.69,122579,32751,10078714,3301221,482557,949753,581175,0,7612.1558,1591381.6,28701,397944450775,350714789888,298664067072,247020191744,199474282496,162948169728,140418449408,126796800000,117950595072,112183443456,108462260224,105929809920,103904010240,103001030656,102224412672,101728493568,101397307392,101210505216,101145018368,331,339,1140,4743,12051,17784,20953,22768,24071,24847,25308,25694,25885,26050,26154,26234,26290,26302,28370,28362,27561,23958,16650,10917,7748,5933,4630,3854,3393,3007,2816,2651,2547,2467,2411,2399,16162,PEDRO AGUIRRE CERDA,1,269,6.21,188478.5435630689
13122,PENALOLEN,13,2017,-70.52509374438149,-33.48519517221462,634221.75,244800,119044,31525236,19555840,5057359,2639497,6074169,2998,10697.76,1591381.6,61124,2537707439696,2344133066752,2229132853248,2114151120896,1999405973504,1886922211328,1784902844416,1697763033088,1624260345856,1562390691840,1507108454400,1457079058432,1402556514304,1368882806784,1329504321536,1292368871424,1257099755520,1223488045056,1207250583552,534,540,556,829,3505,10347,18022,24917,28869,31896,34086,36478,37691,38914,40026,40735,41678,41944,60590,60584,60568,60295,57619,50777,43102,36207,32255,29228,27038,24646,23433,22210,21098,20389,19446,19180,15152,PENALOLEN,1,276,4.37,263255.5630650872
13123,PROVIDENCIA,13,2017,-70.6119936476704,-33.431590680944,1411613,150742,69700,69400725,67834677,20843512,16685127,4269420,0,648.19061,1591381.6,185942,9045648618330,8435224543232,8300270714880,8165329469440,8030425448448,7895549214720,7760783605760,7626326802432,7492224417792,7358674108416,7225786499072,7094003040256,6939298234368,6838137913344,6715903836160,6598448119808,6486874390528,6380843433984,6329785122816,831,834,846,863,888,993,1164,1389,1663,2074,2778,4648,6055,8356,11151,13904,16404,18002,185111,185108,185096,185079,185054,184949,184778,184553,184279,183868,183164,181294,179887,177586,174791,172038,169538,167940,15103,PROVIDENCIA,1,301,.43,443241.3533394891
13124,PUDAHUEL,13,2017,-70.85459621190655,-33.42391396873455,393568.53,237938,138929,38512147,25685299,5319010,11913656,1111839,21371,19629.885,1591381.6,64964,1813536544015,1568031244288,1446722142208,1326269857792,1230488600576,1174038118400,1137807982592,1110815670272,1090165276672,1073180246016,1059586703360,1048379981824,1036505907200,1029438767104,1021481254912,1014470279168,1008138846208,1002383278080,999731757056,753,779,2253,23916,40116,46119,49565,52252,54002,55180,56120,56778,57220,57671,58097,58372,58707,58810,64211,64185,62711,41048,24848,18845,15399,12712,10962,9784,8844,8186,7744,7293,6867,6592,6257,6154,14111,PUDAHUEL,1,257,8.25,197851.320671467
13125,QIULICURA,13,2017,-70.73536136438352,-33.35547619287744,467283.34,224468,123167,36707481,30282339,7971576,16723421,1700047,2489,12749.782,1591381.6,60970,2252751189951,2162904924160,2046088183808,1929297526784,1819170963456,1735307558912,1682874826752,1642525097984,1610615619584,1585917067264,1567046500352,1552063660032,1539088318464,1532754395136,1526339731456,1521425448960,1517491847168,1514424631296,1513210511360,505,509,583,9949,25830,36430,40831,44805,48114,50540,52383,54616,55307,56158,56676,57213,57572,57843,60465,60461,60387,51021,35140,24540,20139,16165,12856,10430,8587,6354,5663,4812,4294,3757,3398,3127,14114,QUILICURA,1,291,5.68,178106.6691134064
13126,QUINTA NORMAL,13,2017,-70.70107588706355,-33.42759922336449,417382.91,116217,35916,11292166,8187972,1305660,3416397,829091,0,4334.894,1591381.6,36238,740237571583,665251545088,606335074304,547858448384,492849037312,445858381824,408048009216,379882274816,358867599360,342832250880,330376544256,320575045632,311797284864,307339034624,303047409664,299752882176,297168437248,295117291520,294249955328,723,741,1458,4280,9521,13491,18223,21099,23152,24674,25885,27086,27728,28311,28739,29037,29280,29363,35515,35497,34780,31958,26717,22747,18015,15139,13086,11564,10353,9152,8510,7927,7499,7201,6958,6875,14107,QUINTA NORMAL,1,281,3.73,225802.2228693457
13127,RECOLETA,13,2017,-70.63930739878909,-33.40528226108013,500755.97,170326,47543,22364359,18945602,2350779,10725595,989497,27,11735.461,1591381.6,51123,1400692555665,1138787352576,1063247675392,987902771200,913666211840,843427610624,782832304128,732129525760,690882936832,658912182272,634076200960,614829260800,597829943296,589090324480,580712988672,574037360640,568802410496,564789116928,563049988096,480,541,659,1750,4995,10733,15333,20192,24168,27379,29959,32077,33439,34588,35199,36025,36452,36619,50643,50582,50464,49373,46128,40390,35790,30931,26955,23744,21164,19046,17684,16535,15924,15098,14671,14504,13159,RECOLETA,1,270,6.89,204622.5359443107
13129,SAN JOAQUIN,13,2017,-70.62841494900847,-33.49601139450706,382138.06,104837,28899,12838565,9513762,1325263,3604590,1405788,0,5493.459,1591381.6,28941,707170777585,651379277824,601361612800,552787574784,507706638336,466219565056,430201110528,400681172992,377176129536,359486947328,345989742592,336157310976,327480868864,323245735936,319173033984,316159918080,313911574528,312312233984,311680335872,345,374,1595,3889,5600,9152,12072,15311,17608,19612,21122,22283,23105,23611,24073,24432,24676,24787,28596,28567,27346,25052,23341,19789,16869,13630,11333,9329,7819,6658,5836,5330,4868,4509,4265,4154,16163,SAN JOAQUIN,1,297,5.24,150832.5439711923
13130,SAN MIGUEL,13,2017,-70.65145933351478,-33.49902828151096,646419.19,115158,27720,14161979,12902094,3460050,2429036,1176119,0,5585.1631,1591381.6,67851,1944130253712,1804921339904,1728856457216,1652864843776,1576971665408,1501432905728,1427828768768,1356759826432,1287556038656,1220658069504,1157339414528,1097031024640,1029991890944,988538601472,941215973376,898132082688,860118581248,827075198976,812622807040,419,489,512,594,981,2341,3480,4318,5906,7644,9229,11760,13657,15896,18238,20725,23268,24805,67432,67362,67339,67257,66870,65510,64371,63533,61945,60207,58622,56091,54194,51955,49613,47126,44583,43046,16106,SAN MIGUEL,1,298,4.85,264479.8333989317
13131,SAN RAMON,13,2017,-70.6423544333949,-33.54052654596853,355126.38,99940,32317,10500868,2457168,148886,224273,701514,0,4597.2402,1591381.6,20163,215186464307,174916370432,136823226368,100285538304,72757960704,55244554240,44589195264,38900502528,36107509760,34621505536,33726957568,33114515456,32643856384,32417226752,32190396416,32021905408,31890092032,31796275200,31758249984,233,237,2729,7929,12412,15306,17355,18305,18723,18919,19037,19126,19152,19185,19206,19227,19243,19245,19930,19926,17434,12234,7751,4857,2808,1858,1440,1244,1126,1037,1011,978,957,936,920,918,16153,SAN RAMON,1,299,4.6,153446.8973747017
13132,VITACURA,13,2017,-70.57259618466753,-33.37914552045331,1924127.6,88739,39281,49412739,48177653,20032862,7218592,6866839,811,115.3607,1591381.6,89065,7218283324015,6648433737728,6586645872640,6524858007552,6463081152512,6401305346048,6339531112448,6277757403136,6215987363840,6154225713152,6092469829632,6030739636224,5956869029888,5907354746880,5845715779584,5784186388480,5722752417792,5661493035008,5630924423168,209,209,209,215,215,216,216,219,223,227,245,257,273,305,362,416,524,544,88856,88856,88856,88850,88850,88849,88849,88846,88842,88838,88820,88808,88792,88760,88703,88649,88541,88521,15160,VITACURA,1,280,.13,776001.7987226706
13201,PUENTE ALTO,13,2017,-70.55796294286309,-33.59094543347777,411284.97,625553,395324,68136054,15308377,3716397,3542890,4148082,6739,45602.813,1591381.6,175060,2775375215539,2505592799232,2164967079936,1827082338304,1531176026112,1319696859136,1183618301952,1091200745472,1019900002304,964911693824,921976242176,888594563072,857569820672,841138110464,823561682944,808730165248,796309782528,785745772544,781042647040,937,940,6097,42619,87547,116589,131359,139640,147271,152220,156264,160078,161803,162963,164583,165552,166378,166710,174123,174120,168963,132441,87513,58471,43701,35420,27789,22840,18796,14982,13257,12097,10477,9508,8682,8350,16301,PUENTE ALTO,1,290,7.29,178638.6999295355
13202,PIRQUE,13,2017,-70.5066097227695,-33.71860117558118,729442.19,22805,10956,4921550,4238067,731476,1231473,1219434,9963,1083.2375,1591381.6,5745,212739261562,201194979328,192659521536,184164188160,175855026176,168452997120,162506539008,157186801664,152168726528,147387219968,142863384576,138639179776,133821480960,130701787136,126919483392,123255193600,119713710080,116297654272,114638118912,64,65,112,331,1072,1574,1762,1880,1986,2167,2267,2365,2411,2468,2528,2590,2657,2687,5681,5680,5633,5414,4673,4171,3983,3865,3759,3578,3478,3380,3334,3277,3217,3155,3088,3058,16302,PIRQUE,1,296,4.75,309452.2378089512
13203,SAN JOSE DE MAIPO,13,2017,-70.09673308117021,-33.70434864336777,447648.78,15147,6213,3826795,2426655,319114,915511,272664,241990,907.3053,1591381.6,5216,137476697649,117101518848,109612392448,102574407680,96479797248,91474051072,87190315008,83481550848,80194691072,77252116480,74606485504,72210726912,69688664064,68202401792,66536497152,65054044160,63727874048,62549622784,62004482048,151,213,597,1199,1585,1925,2163,2354,2505,2648,2766,2938,3027,3121,3197,3285,3342,3381,5065,5003,4619,4017,3631,3291,3053,2862,2711,2568,2450,2278,2189,2095,2019,1931,1874,1835,16303,SAN JOSE DE MAIPO,1,295,5.99,228981.6513761468
13301,COLINA,13,2017,-70.61569259184975,-33.13455158775986,805973.94,128760,52796,26662701,23330185,9667816,4820219,2127100,108614,8240.6396,1591381.6,41702,2780523568998,2631423229952,2559565889536,2488635228160,2421605793792,2361210437632,2313898164224,2280655683584,2250522755072,2221404848128,2192772694016,2164684619776,2132105232384,2110736695296,2084567777280,2058709893120,2033098817536,2007861821440,1995372232704,273,437,1827,4318,8183,16690,20822,21499,21846,22012,22415,22866,23095,23244,23383,23584,23681,23817,41429,41265,39875,37384,33519,25012,20880,20203,19856,19690,19287,18836,18607,18458,18319,18118,18021,17885,14201,COLINA,1,259,6.4,187036.9113602923
13302,LAMPA,13,2017,-70.875122972355,-33.27797587535063,555960.63,97124,35464,14936551,12356798,2774411,7007943,789454,32526,3506.1765,1591381.6,25123,799140108552,772397727744,729095864320,687709224960,654029619200,627901923328,604923232256,584571027456,566630481920,551902511104,540401106944,530758729728,521297199104,516075257856,510820024320,506677919744,503255465984,500543750144,499294994432,204,418,2876,7516,9731,11010,12351,13765,15506,16610,17550,18356,18986,19667,20000,20404,20630,20698,24919,24705,22247,17607,15392,14113,12772,11358,9617,8513,7573,6767,6137,5456,5123,4719,4493,4425,14202,LAMPA,1,261,3.61,242508.4596494199
