comuna1,comuna,idregion,year,lon,lat,w_mean,w_low,w_up,L,L_workers,IP,IPP,impterritorial,patentescom,percirculacion,patentesmineras,pobres,pobres_pais,h_all,r_all,tax_12,tax_14,tax_16,tax_18,tax_20,tax_22,tax_24,tax_26,tax_28,tax_30,tax_32,h_e_12,h_e_14,h_e_16,h_e_18,h_e_20,h_e_22,h_e_24,h_e_26,h_e_28,h_e_30,h_e_32,h_nex_12,h_nex_14,h_nex_16,h_nex_18,h_nex_20,h_nex_22,h_nex_24,h_nex_26,h_nex_28,h_nex_30,h_nex_32,pob_porcentaje,v_dividendo,v_arriendo
7403,LONGAV,7,2017,-71.44153628765025,-36.11071692223526,246211.6,222862.6,269560.5,29420,10737,3757752,712718,267690,95307,147505,8652,6378.2559,2086396.9,6158,33799460875,9268698112,8850937856,8538173952,8312000512,8149655040,8011355648,7948333568,7893756928,7851515904,7817798144,7789616128,3911,3973,4020,4057,4081,4109,4120,4130,4134,4138,4140,2247,2185,2138,2101,2077,2049,2038,2028,2024,2020,2018,21.68,,56762.00564971752
7404,PARRAL,7,2017,-71.64595831161577,-36.26200901083629,335115.1,299186.5,371043.7,38403,15685,5621894,1897376,515286,382709,340851,13836,9070.7891,2086396.9,13771,179200776003,75460689920,72890105856,70929432576,69401722880,68112990208,66834956288,66113236992,65329999872,64652816384,64070053888,63568220160,10500,10850,11120,11272,11374,11496,11541,11604,11652,11696,11735,3271,2921,2651,2499,2397,2275,2230,2167,2119,2075,2036,23.62,99885.93155893536,101246.3295269168
7405,RETIRO,7,2017,-71.83003787008907,-36.00205564212344,286988.5,252164.7,321812.3,19688,5233,3050556,792291,249060,225209,84609,108,4490.833,2086396.9,4169,22735124072,6125537280,6063363584,6021576192,5988342272,5965584896,5943031808,5931213312,5918837248,5908836864,5899356672,5891356672,3162,3175,3182,3185,3190,3192,3193,3195,3195,3196,3196,1007,994,987,984,979,977,976,974,974,973,973,22.81,,42972.97297297297
7406,SAN JAVIER,7,2017,-71.92777192050461,-35.62933746784241,382662,336875.7,428448.3,41181,15459,5637118,2091127,417846,303851,378524,14691,10431.147,2086396.9,14611,146346873172,55233200128,53131390976,51512328192,50195402752,49069350912,47951372288,47294304256,46556844032,45910401024,45324681216,44806672384,12012,12302,12487,12597,12696,12777,12811,12864,12900,12930,12967,2599,2309,2124,2014,1915,1834,1800,1747,1711,1681,1644,25.33,89668.08277462609,97668.16816816817
7407,VILLA ALEGRE,7,2017,-71.68323939792381,-35.68570177833019,318136.1,273599.8,362672.3,15274,5732,2384196,651755,157008,53741,107577,139,3622.9929,2086396.9,5309,37743726870,10742932480,10288349184,9912157184,9596506112,9326798848,9043287040,8880790528,8709568512,8561947136,8438901248,8330257920,4496,4545,4581,4604,4623,4642,4658,4671,4683,4693,4699,813,764,728,705,686,667,651,638,626,616,610,23.72,48434.32835820896,71156.46258503401
7408,YERBAS BUENAS,7,2017,-71.54408814893551,-35.68889139713299,317482.6,267814.4,367150.8,18383,6921,2798431,844717,194475,392518,149972,0,2439.4241,2086396.9,3841,29197381365,14303374336,14199623680,14119618560,14060996608,14015137792,13977067520,13955893248,13932457984,13912457216,13892457472,13874186240,2779,2794,2804,2811,2820,2824,2826,2828,2828,2828,2829,1062,1047,1037,1030,1021,1017,1015,1013,1013,1013,1012,13.27,127731.4285714286,57410.86999022483
8101,CONCEPCIN,8,2017,-72.94920561542693,-36.83427305593519,494309,449453.2,539164.8,229160,94780,33200329,28901166,10223278,7413084,2434647,4786,26582.561,2086396.9,101423,4628989997911,3260353347584,3157969862656,3061687779328,2973695737856,2893649805312,2805868789760,2750683545600,2686816878592,2629494898688,2577917804544,2531415293952,17778,20705,24371,28488,32309,35152,37191,40191,43431,45988,48474,83645,80718,77052,72935,69114,66271,64232,61232,57992,55435,52949,11.6,202347.1789841784,218062.1479034747
8102,CORONEL,8,2017,-73.12665969076004,-37.00754219680942,390420.7,361966.1,418875.3,117423,43705,15583112,6185355,1261406,2904557,689316,6564,17073.305,2086396.9,38699,469559998906,240569991168,237504626688,235749916672,234421485568,233408806912,232473165824,231956971520,231388938240,230894960640,230468878336,230074073088,34127,34925,35283,35414,35577,35671,35710,35749,35785,35808,35823,4572,3774,3416,3285,3122,3028,2989,2950,2914,2891,2876,14.54,163462.7460168697,117220.0806829015
8103,CHIGUAYANTE,8,2017,-72.99860194627814,-36.90044577510591,483479.5,413255.7,553703.3,101243,61270,11432394,3743119,1245083,181122,1043795,399,14062.652,2086396.9,27820,693160553192,395551703040,375535763456,357704630272,342119022592,328951463936,315092697088,306818646016,297713467392,289533296640,282117963776,275415924736,13903,15305,16476,17702,18608,19380,19854,20453,20875,21225,21569,13917,12515,11344,10118,9212,8440,7966,7367,6945,6595,6251,13.89,226877.9582366589,183837.5499334221
8104,FLORIDA,8,2017,-72.71775282261716,-36.82220033804774,287846.5,244676.4,331016.5,8742,2912,2227793,350202,69916,34866,93394,3549,1639.125,2086396.9,2404,11544257029,3297107456,3167414016,3083062528,3018493696,2964841728,2910881024,2882524416,2857074432,2836031488,2817968896,2800887040,1691,1723,1739,1745,1749,1755,1760,1762,1764,1765,1766,713,681,665,659,655,649,644,642,640,639,638,18.75,,114340.4471544715
8105,HUALQUI,8,2017,-72.87011963430881,-37.04453752397333,287977.4,253808.4,322146.3,26243,8938,4108475,672559,69240,291544,109078,2881,4532.166,2086396.9,6876,37918193378,8890825728,8348884480,7956609536,7695365632,7522790400,7381714944,7315660800,7251640320,7203206656,7167798784,7142385152,5774,5857,5931,5989,6018,6045,6055,6065,6071,6076,6080,1102,1019,945,887,858,831,821,811,805,800,796,17.27,,121729.6222664016
8106,LOTA,8,2017,-73.10500055597612,-37.11953326882302,347059.9,323813.3,370306.5,47235,16635,7286865,1444006,94056,419105,181222,784,9470.6172,2086396.9,12967,66194943400,22330361856,22125574144,21986369536,21875974144,21782267904,21692534784,21644126208,21594685440,21552257024,21512495104,21478500352,12230,12263,12290,12300,12307,12318,12324,12327,12330,12331,12335,737,704,677,667,660,649,643,640,637,636,632,20.05,236928.8389513109,100663.6155606407
8107,PENCO,8,2017,-72.94339370848149,-36.74785848020969,328367.8,301976.8,354758.7,52098,23578,6343358,2310742,462520,886807,271446,12438,9018.1641,2086396.9,12393,207799630350,117509120000,115551150080,114042445824,112845119488,111888719872,110976303104,110485397504,109976059904,109550403584,109196656640,108895436800,10326,10581,10771,10910,11008,11107,11159,11211,11247,11281,11299,2067,1812,1622,1483,1385,1286,1234,1182,1146,1112,1094,17.31,179541.0921125207,138866.2450222535
8108,SAN PEDRO DE LA PAZ,8,2017,-73.10110214503385,-36.88552734668338,672698.6,582641.9,762755.4,139570,43998,13083266,8794332,2614218,1539149,1373649,2020,20293.479,2086396.9,51460,1539051684997,975951757312,931998334976,890960281600,854168633344,820711849984,788049362944,769393819648,748514770944,730014482432,713592995840,698575159296,20885,22541,24014,25949,28676,31395,32691,33875,35083,35862,36629,30575,28919,27446,25511,22784,20065,18769,17585,16377,15598,14831,14.54,334595.6208850099,208165.477807971
8109,SANTA JUANA,8,2017,-72.95979552335655,-37.27601608291939,367923,300402.2,435443.8,13740,4297,3329570,520755,94030,43685,89503,7951,3305.844,2086396.9,4188,31360229373,7430466560,7119108096,6893517824,6715748352,6583026176,6456326656,6390531584,6319244800,6255214080,6201242624,6150260224,3422,3471,3503,3528,3544,3558,3566,3569,3576,3578,3581,766,717,685,660,644,630,622,619,612,610,607,24.06,207187.5,109103.5714285714
8110,TALCAHUANO,8,2017,-73.09908007621291,-36.71564758717,489115.2,416862.2,561368.3,178890,63009,22704329,16735345,4469849,5156945,1177750,2757,23076.811,2086396.9,44684,3307482876152,1889185824768,1857685422080,1832835088384,1815223861248,1802898374656,1792997588992,1788177809408,1783648092160,1779952648192,1776831954944,1774108278784,24288,27193,30995,34297,36572,38171,39037,39547,39921,40155,40318,20396,17491,13689,10387,8112,6513,5647,5137,4763,4529,4366,12.9,198870.125822913,142931.6101196021
8111,TOM,8,2017,-72.85822560414643,-36.6164962790876,358762.8,322109.5,395416,55814,20820,7960208,1666423,424968,300880,290838,7796,6625.1216,2086396.9,19040,222065924320,117693456384,114143559680,111033294848,108290719744,105844621312,103366123520,101919391744,100260765696,98765496320,97405083648,96179535872,14032,14299,14474,14657,14786,15003,15077,15156,15236,15294,15365,5008,4741,4566,4383,4254,4037,3963,3884,3804,3746,3675,11.87,84931.79049939099,118727.914038776
8201,LEBU,8,2017,-73.58945521010894,-37.67502922879006,405335.3,284086.6,526584.1,26670,9265,3957391,550220,115333,125049,126649,4827,7163.562,2086396.9,7968,80919954153,9118878720,8998169600,8913503232,8849614848,8800787456,8758372352,8735331328,8711608320,8693399552,8675399680,8657399808,7178,7203,7218,7226,7234,7239,7240,7244,7245,7245,7245,790,765,750,742,734,729,728,724,723,723,723,26.86,,88851.0962821735
8202,ARAUCO,8,2017,-73.39909254543716,-37.2884960228797,510227.4,417790.3,602664.6,38431,15438,5382397,1585582,296345,384565,284174,28832,6283.4683,2086396.9,10009,85695076675,51769774080,51203444736,50793824256,50466115584,50197336064,49958842368,49834250240,49711751168,49620504576,49553940480,49499611136,8692,8770,8835,8861,8897,8929,8944,8962,8976,8985,8991,1317,1239,1174,1148,1112,1080,1065,1047,1033,1024,1018,16.35,220829.4930875576,162027.6953511375
8203,CAETE,8,2017,-73.31743708801417,-37.87336960212159,340846,298436.6,383255.5,34277,12810,5255076,893257,164527,204760,217029,1258,13076.676,2086396.9,7223,69665047172,23333124096,22396389376,21685043200,21153959936,20746938368,20392613888,20218140672,20046852096,19915300864,19810904064,19723966464,5894,6002,6120,6183,6241,6290,6317,6342,6358,6369,6375,1329,1221,1103,1040,982,933,906,881,865,854,848,38.15,197907.6923076923,126553.4233593935
8204,CONTULMO,8,2017,-73.2119277382494,-38.05258623961433,303746.2,248211.6,359280.7,5500,1408,1752003,171731,38255,19088,40131,1517,1806.2,2086396.9,1169,8790852884,2329200128,2212786688,2128630016,2071667328,2024093568,1979254528,1957384832,1934830720,1916050304,1899434496,1887225856,904,919,936,946,949,956,959,961,962,964,965,265,250,233,223,220,213,210,208,207,205,204,32.84,,116155.5075593952
8205,CURANILAHUE,8,2017,-73.23438153693756,-37.48301416874925,388137.4,352894.4,423380.4,35047,10412,4144526,803650,179319,147109,186239,18074,5200.9746,2086396.9,8278,29368071465,8450126848,8398015488,8366739456,8344297472,8329418240,8316378624,8311009792,8305009664,8299009536,8293009408,8288704000,7931,7950,7955,7959,7961,7964,7965,7965,7965,7965,7967,347,328,323,319,317,314,313,313,313,313,311,14.84,120937.5661375661,109396.4899713467
8206,LOS LAMOS,8,2017,-73.35702768473088,-37.67325093563279,345981.6,292095.3,399867.8,24253,7497,3207175,598643,105671,65405,101962,625,6444.022,2086396.9,5134,16168935536,4855395328,4795147776,4753278976,4728308736,4709184000,4690227712,4682094080,4673985536,4667641856,4661641728,4655642112,4272,4277,4289,4293,4295,4298,4299,4300,4301,4301,4301,862,857,845,841,839,836,835,834,833,833,833,26.57,,65126.65862484922
8207,TIRA,8,2017,-73.39463682258217,-38.29680712280985,302773.6,258231,347316.2,10495,3728,2136662,192738,30511,16954,43765,0,3109.6685,2086396.9,1600,6303627213,920680832,906856448,897811968,892656896,892130688,892130688,892130688,892130688,892130688,892130688,892130688,1384,1388,1390,1391,1393,1393,1393,1393,1393,1393,1393,216,212,210,209,207,207,207,207,207,207,207,29.63,,114261.1940298507
8301,LOS NGELES,8,2017,-72.32738256836615,-37.40723376271436,449835.3,409504.9,490165.7,197987,80909,24668742,11900217,2832061,2799730,1581009,24538,38765.855,2086396.9,57715,1156593744770,657649696768,630986833920,607566430208,587044618240,569509609472,552962949120,543972818944,534903783424,527255076864,520608153600,514656468992,34813,36680,38218,39615,41364,43043,44101,45090,45627,46041,46375,22902,21035,19497,18100,16351,14672,13614,12625,12088,11674,11340,19.58,116469.7809849348,171706.5219850587
8302,ANTUCO,8,2017,-71.36645055266916,-37.32772135462035,375184.6,230321.1,520048,3906,906,1918092,350192,78158,32618,186434,1689,988.21802,2086396.9,1527,10953874717,5068902400,4986972672,4930753024,4885786624,4849376256,4813222400,4795362304,4780126208,4767993856,4755994112,4743993856,1102,1122,1131,1134,1139,1143,1145,1148,1149,1149,1149,425,405,396,393,388,384,382,379,378,378,378,25.3,250000,150993.0715935335
8303,CABRERO,8,2017,-72.38135040609703,-37.06173617347409,365200.7,322425,407976.4,29563,11705,4832535,1814111,352154,625223,211643,1356,5655.4019,2086396.9,8587,83880663615,46031462400,45503512576,45117153280,44842569728,44642033664,44465823744,44375433216,44294959104,44226990080,44168720384,44120006656,6789,6878,6931,6986,7013,7036,7053,7063,7067,7074,7080,1798,1709,1656,1601,1574,1551,1534,1524,1520,1513,1507,19.13,109522.942206655,84512.46794239496
8304,LAJA,8,2017,-72.5820434893097,-37.3124501182191,335517.7,283185.7,387849.7,24083,6284,3490713,938826,177794,284710,137485,4215,6670.9912,2086396.9,6371,81698052408,41660284928,40934490112,40490909696,40206004224,39992553472,39799435264,39689789440,39575207936,39476658176,39390097408,39315726336,5339,5559,5656,5713,5740,5760,5770,5777,5785,5790,5795,1032,812,715,658,631,611,601,594,586,581,576,27.7,200000,78279.82646420824
8305,MULCHN,8,2017,-72.09679511715437,-37.83829991225463,314976.4,275304.8,354648,30465,10030,4066500,1256446,520355,195869,166119,18547,5995.5122,2086396.9,7398,70446340192,25381292032,24694513664,24196468736,23833397248,23556388864,23286513664,23136206848,22991099904,22876037120,22784407552,22711132160,6584,6693,6767,6826,6855,6877,6900,6916,6931,6940,6945,814,705,631,572,543,521,498,482,467,458,453,19.68,118696.8085106383,84384.14941948511
8306,NACIMIENTO,8,2017,-72.82221438890622,-37.48457046360398,428207.4,383699.3,472715.5,28542,7941,4277239,1540773,295033,798507,167810,1669,5280.27,2086396.9,7497,101070078127,55276564480,54359072768,53704499200,53207982080,52797513728,52420816896,52221521920,52010831872,51841044480,51698610176,51583647744,6158,6324,6433,6484,6535,6576,6599,6618,6636,6650,6663,1339,1173,1064,1013,962,921,898,879,861,847,834,18.5,100080.1603206413,118228.1839622642
8307,NEGRETE,8,2017,-72.57597260377487,-37.60782932188337,307639.8,272321.6,342957.9,10450,3565,2260773,617618,61406,258553,186912,0,2967.8,2086396.9,2287,13994417868,2640375808,2567910144,2513985792,2469508608,2433325824,2395823616,2378736384,2362652928,2348652800,2335175424,2324599040,1898,1911,1913,1920,1922,1927,1929,1932,1932,1933,1934,389,376,374,367,365,360,358,355,355,354,353,28.4,,69707.24191063174
8308,QUILACO,8,2017,-71.70511873978258,-37.96063395473008,347056.2,302452.5,391659.9,4080,699,1336427,232813,114351,51384,26623,2423,1178.304,2086396.9,986,6342829721,2734766848,2702445312,2676995584,2656413184,2640413184,2623153408,2611913984,2600460288,2592358912,2585772544,2579772672,727,736,738,742,742,743,743,745,746,747,747,259,250,248,244,244,243,243,241,240,239,239,28.88,,131552.5114155251
8309,QUILLECO,8,2017,-71.86136017610748,-37.43652870285307,344834.3,299781.8,389886.7,9889,3121,2094464,404029,169172,75235,70222,6457,1753.3197,2086396.9,2078,12258306416,3224329984,3091880192,2992838400,2918592256,2859010560,2799774208,2765562880,2728818176,2702130432,2678638592,2659708672,1844,1870,1883,1892,1901,1902,1906,1912,1913,1915,1918,234,208,195,186,177,176,172,166,165,163,160,17.73,138000,55130.4347826087
8310,SAN ROSENDO,8,2017,-72.7206358988161,-37.21297326757363,376550.3,324326,428774.6,3897,729,1385743,79582,9346,4667,26983,321,900.59668,2086396.9,947,5134592728,345751520,314024768,297633536,288389024,282477824,277689088,274477824,270477824,266477840,262477840,258477840,872,885,890,891,893,893,893,893,893,893,893,75,62,57,56,54,54,54,54,54,54,54,23.11,,72289.71962616823
8311,SANTA BRBARA,8,2017,-71.74933567601741,-37.62136233724744,325340.2,288816.6,361863.8,12825,4661,2771010,869230,214578,361315,129046,14161,3079.2825,2086396.9,3121,23421199381,10003336192,9845099520,9724423168,9634639872,9565160448,9503716352,9468742656,9436578816,9414808576,9395792896,9383448576,2645,2672,2690,2703,2710,2718,2721,2728,2731,2734,2736,476,449,431,418,411,403,400,393,390,387,385,24.01,,85269.66177908113
8312,TUCAPEL,8,2017,-71.74429632500129,-37.22516757459766,279629.8,234373.5,324886.1,14523,4865,2701166,628086,111758,181374,106177,2467,3794.8599,2086396.9,5572,27641047228,6178855424,5926815744,5736680960,5585078272,5462016000,5352288768,5294381568,5242763776,5200421888,5162552320,5129611776,4686,4723,4748,4766,4779,4793,4803,4810,4814,4815,4818,886,849,824,806,793,779,769,762,758,757,754,26.13,,69700.20533880903
8313,YUMBEL,8,2017,-72.61619543954484,-37.08839708685814,321587.4,251043.2,392131.7,21587,5077,5202386,806179,111928,309724,130790,2469,4790.1553,2086396.9,5869,37721703192,9518316544,9023408128,8676420608,8397921792,8185082368,7993085440,7892884480,7783328256,7697831424,7628441600,7575474688,4576,4677,4729,4755,4790,4813,4822,4834,4843,4853,4858,1293,1192,1140,1114,1079,1056,1047,1035,1026,1016,1011,22.19,,145495.831289848
8401,CHILLN,8,2017,-72.12829542220346,-36.61728686882939,418361.6,390555.9,446167.2,181008,71691,25828842,12395966,3051346,2378465,1347037,7889,29431.9,2086396.9,66008,1496820000179,818742099968,776473870336,743734640640,716567216128,693026816000,669453516800,656476143616,642244870144,630061662208,619673681920,610572763136,34123,39602,43643,45651,47328,49685,50719,51631,52671,53411,54050,31885,26406,22365,20357,18680,16323,15289,14377,13337,12597,11958,16.26,161830.7502547327,150047.3834766953
8402,BULNES,8,2017,-72.28988643782623,-36.79040251347262,277264.8,241172,313357.7,22042,8406,3395042,860538,215458,151052,136046,4461,4778.7056,2086396.9,6326,46678573238,17867884544,17230884864,16747235328,16415607808,16188613632,15985351680,15884859392,15785634816,15703450624,15628289024,15557961728,4909,5010,5088,5148,5189,5217,5231,5241,5247,5250,5252,1417,1316,1238,1178,1137,1109,1095,1085,1079,1076,1074,21.68,129909.5477386935,147118.1556195965
8403,COBQUECURA,8,2017,-72.72077572682424,-36.18084021908462,289323.4,224537.6,354109.3,5667,1146,2001498,216784,49512,23165,63331,70,1865.0096,2086396.9,1818,8417668822,2862582784,2770049024,2704740608,2661091840,2633911808,2609873152,2597408000,2583408128,2569729792,2558916352,2550739968,1125,1141,1153,1165,1168,1172,1173,1173,1174,1175,1176,693,677,665,653,650,646,645,645,644,643,642,32.91,216000,108324.7191011236
8404,COELEMU,8,2017,-72.74997818490647,-36.50487242838565,358767.1,288275.2,429259,17040,5342,3445999,497968,70105,125909,121025,5068,4629.7681,2086396.9,3937,25022192947,9235565568,9000242176,8829307904,8714039296,8635728896,8560653824,8517045248,8468139520,8429566976,8400474112,8375662592,3083,3117,3150,3171,3187,3190,3194,3196,3204,3205,3207,854,820,787,766,750,747,743,741,733,732,730,27.17,,118948.4083424808
8405,COIHUECO,8,2017,-71.58143435048726,-36.70195469946643,266025.8,225924.9,306126.8,25996,9172,3687831,683309,295754,42239,140683,9527,5903.6914,2086396.9,5418,32811619386,11115639808,10657007616,10267283456,9953154048,9687135232,9411368960,9250729984,9073809408,8913818624,8775851008,8652747776,3927,3960,4003,4031,4052,4068,4079,4091,4099,4110,4114,1491,1458,1415,1387,1366,1350,1339,1327,1319,1308,1304,22.71,250000,91642.17252396166
8406,CHILLN VIEJO,8,2017,-72.19883392273532,-36.6800119465229,345645.3,296557.4,394733.2,33982,12493,3940680,1334770,293214,243616,314392,309,3371.0144,2086396.9,9492,112826665106,50038128640,48475201536,47343652864,46493929472,45829824512,45212479488,44882436096,44528107520,44220215296,43958464512,43730178048,7661,7982,8124,8246,8333,8397,8436,8454,8484,8502,8514,1831,1510,1368,1246,1159,1095,1056,1038,1008,990,978,9.92,64314.54880294659,122976.148502994
8407,EL CARMEN,8,2017,-71.84754496844566,-36.92490761882073,247286.9,209533.4,285040.4,12806,3496,2379529,320379,140032,33603,88961,139,4959.7637,2086396.9,1840,13411038983,4206562816,3992483840,3835248384,3718215168,3630050048,3551281408,3506724864,3461910272,3427982592,3398230016,3370752256,1322,1359,1382,1398,1412,1420,1424,1431,1434,1436,1437,518,481,458,442,428,420,416,409,406,404,403,38.73,,79738.41554559044
8408,NINHUE,8,2017,-72.40975754959265,-36.35661866241453,231906.6,185355.7,278457.5,5801,1734,1815749,167204,42417,16885,44184,1141,1924.7719,2086396.9,878,3479790225,486601440,480601440,474601440,469557376,467731232,467731232,467731232,467731232,467731232,467731232,467731232,701,701,701,703,704,704,704,704,704,704,704,177,177,177,175,174,174,174,174,174,174,174,33.18,,113333.3333333333
8409,IQUN,8,2017,-71.89811455736749,-36.30190106550312,274724.3,225518.2,323930.4,11609,3143,2496285,479455,106173,16243,74047,236,3735.7761,2086396.9,1232,4609371777,758761664,729527104,708109248,692109248,678592384,665271104,659503936,655441472,653441472,651441472,650910144,902,907,911,911,913,915,916,918,918,918,919,330,325,321,321,319,317,316,314,314,314,313,32.18,170000,85864.66165413534
8410,PEMUCO,8,2017,-72.06783683148986,-36.98283201801222,274174.2,238456,309892.3,9301,3413,2138816,662947,164238,388048,61117,3788,1870.4312,2086396.9,2330,17071009061,8273682432,8143601664,8038884864,7947148288,7873354240,7796131328,7754836480,7716870656,7687822336,7663409152,7641381376,1688,1703,1712,1723,1726,1733,1737,1745,1748,1749,1751,642,627,618,607,604,597,593,585,582,581,579,20.11,,72966.17519514311
8411,PINTO,8,2017,-71.49944232175804,-36.92140341091678,298548.3,241768.2,355328.3,11437,3189,2597119,775740,315912,99874,93870,2175,3385.3521,2086396.9,5347,90695334139,64903200768,63616159744,62451396608,61388943360,60449701888,59488387072,58950553600,58392252416,57889849344,57456939008,57112334336,1994,2063,2123,2172,2242,2307,2379,2412,2432,2488,2510,3353,3284,3224,3175,3105,3040,2968,2935,2915,2859,2837,29.6,786042.0650095602,96575.34246575342
8412,PORTEZUELO,8,2017,-72.46667629142431,-36.54596610635637,252534.6,221339.9,283729.2,5622,1727,1580048,120080,37205,10635,41787,263,2083.5132,2086396.9,863,6245420282,1595271040,1512012032,1448693888,1401005312,1362236416,1326507904,1304422144,1282504960,1263276288,1245979520,1231033216,698,709,718,724,729,732,733,736,737,738,739,165,154,145,139,134,131,130,127,126,125,124,37.06,,78173.51598173517
8413,QUILLN,8,2017,-72.50190665408897,-36.81854980869339,272597.6,218581.3,326613.8,16976,6995,4552383,770899,137760,89839,162438,701,2442.8464,2086396.9,6790,48230313061,22495320064,21563084800,20825088000,20220151808,19727216640,19247177728,18997544960,18748166144,18540740608,18374418432,18234011648,4239,4354,4431,4495,4540,4590,4622,4651,4668,4690,4697,2551,2436,2359,2295,2250,2200,2168,2139,2122,2100,2093,14.39,130183.7837837838,155303.3707865168
8414,QUIRIHUE,8,2017,-72.54233157661261,-36.23631820223906,305677,249698,361655.9,13645,4593,2471932,379637,77010,50305,77820,482,3621.3831,2086396.9,3898,17706297036,3807695360,3648964096,3540467200,3469964800,3422458112,3392899840,3380054784,3364054784,3350610944,3338610944,3326610944,3210,3233,3259,3270,3282,3293,3293,3293,3295,3295,3295,688,665,639,628,616,605,605,605,603,603,603,26.54,113777.1084337349,101341.9913419913
8415,RNQUIL,8,2017,-72.58773821419202,-36.64033605984548,354792.6,302525.6,407059.5,6078,1713,1980793,557966,334237,79543,34118,7233,1701.84,2086396.9,1265,68331749656,63818981376,63776645120,63745945600,63720304640,63698108416,63680622592,63671136256,63662772224,63656771584,63651889152,63647956992,1005,1014,1018,1019,1020,1025,1026,1028,1028,1029,1030,260,251,247,246,245,240,239,237,237,236,235,28,,86609.31174089068
8416,SAN CARLOS,8,2017,-72.01843583039283,-36.38574547255318,320610.9,284457.5,356764.3,53406,19473,7550165,1990700,535770,423511,297189,116,14515.751,2086396.9,14957,157301335876,64514076672,62431551488,60843094016,59638697984,58700337152,57816064000,57338011648,56853983232,56472248320,56161533952,55912976384,11887,12188,12405,12569,12665,12762,12817,12875,12917,12952,12976,3070,2769,2552,2388,2292,2195,2140,2082,2040,2005,1981,27.18,119435.2997601918,115531.9091400757
8417,SAN FABIN,8,2017,-71.28747950623917,-36.58000708267168,281457.5,235793.9,327121.2,4094,1114,1597723,388352,84019,162330,42491,51623,973.96259,2086396.9,1195,8570929665,2988263168,2900671744,2841269504,2795795200,2760400384,2726026496,2708207360,2689178880,2673305088,2661305600,2653249536,698,716,724,730,734,737,740,741,743,745,747,497,479,471,465,461,458,455,454,452,450,448,23.79,,119308.1761006289
8419,SAN NICOLS,8,2017,-72.2288255643064,-36.47968968917451,260955,236987.4,284922.6,11636,4418,2372338,706223,139006,47832,277597,2318,2282.9832,2086396.9,2044,9204465166,2170899456,2113086208,2068840576,2034071168,2007311616,1986636672,1979318144,1972666112,1966666112,1960666112,1955384832,1575,1584,1590,1595,1598,1605,1606,1607,1607,1607,1608,469,460,454,449,446,439,438,437,437,437,436,19.62,,112093.023255814
8420,TREHUACO,8,2017,-72.659609700497,-36.42743910012167,223627.8,185254.4,262001.3,5277,1626,1608471,132819,27199,7203,48697,2117,1431.1224,2086396.9,1217,5559525974,1861211264,1820146816,1785454592,1759348352,1738493312,1715761664,1701442560,1685442560,1671007104,1660053888,1650053888,853,857,861,864,866,867,868,868,870,871,871,364,360,356,353,351,350,349,349,347,346,346,27.12,,67605.6338028169
8421,YUNGAY,8,2017,-71.93074312265713,-37.10436971256632,373576.7,310233.1,436920.3,18331,5974,2888247,700441,241863,189545,111958,7557,2810.1423,2086396.9,4890,45042095891,22066368512,21682552832,21381107712,21152053248,20966260736,20794742784,20707215360,20621623296,20548753408,20487720960,20436779008,3644,3698,3739,3764,3786,3807,3821,3829,3836,3842,3844,1246,1192,1151,1126,1104,1083,1069,1061,1054,1048,1046,15.33,120000,98630.21928507059
9101,TEMUCO,9,2017,-72.66787740334205,-38.6729965757963,544885.3,489095.9,600674.7,292534,141636,39338580,23415923,7077820,4792763,2397704,771,42241.91,2086396.9,107284,3301518493435,2007681990656,1923456040960,1850405421056,1785747865600,1728083263488,1665597440000,1627413282816,1583115272192,1542206521344,1505458388992,1472736395264,40116,47364,51681,55892,58836,61531,63206,64979,66886,69014,70902,67168,59920,55603,51392,48448,45753,44078,42305,40398,38270,36382,14.44,207522.9794514838,184079.5253990838
9102,CARAHUE,9,2017,-73.269175490029,-38.61046161202124,311738.3,230550.6,392926.1,26467,8676,4376726,447775,87212,65369,121361,753,9594.2871,2086396.9,4865,25763092454,4817971712,4686678528,4594191360,4527025152,4476509184,4434875904,4415771136,4395770880,4379686400,4370394624,4363185664,4408,4432,4451,4460,4466,4476,4479,4479,4483,4485,4486,457,433,414,405,399,389,386,386,382,380,379,36.25,,102820.3434610304
9103,CUNCO,9,2017,-71.99236082617648,-38.97721045117271,335879.9,263697.3,408062.4,18926,6512,3276519,781408,270780,187798,105923,14621,6368.5991,2086396.9,4128,35862640697,17462511616,17155077120,16897186816,16665998336,16449574912,16207361024,16050908160,15865718784,15687492608,15513704448,15345184768,3240,3272,3287,3296,3305,3311,3313,3317,3322,3323,3325,888,856,841,832,823,817,815,811,806,805,803,33.65,,116439.9574920298
9104,CURARREHUE,9,2017,-71.53952062071912,-39.33658735105154,299345.3,246468.7,352222.1,7491,2650,1754683,144385,21159,26182,27046,3459,1972.3802,2086396.9,1232,5376277667,2218374400,2206644480,2200644608,2195847936,2194159616,2194159616,2194159616,2194159616,2194159616,2194159616,2194159616,716,720,720,722,723,723,723,723,723,723,723,516,512,512,510,509,509,509,509,509,509,509,26.33,109550.5617977528,166935.4838709677
